line_no,file_name,self_id,cue,sequence,waveform,awb_stream,character_name,role,gender,voice_target,voice_project,reference_audio,thai_text,pronunciation_note,prosody_note,status,tts_text
211,MS01_X01_BATTLE_01_AFTER_F_FRE_0020.wav,MS01_X01_BATTLE_01_AFTER_F_FRE_0020,201,201,201,203,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ขออภัยจริงๆ ข้าไม่รู้เลยว่าถูกโจรสะกดรอยตาม,,,PENDING_MANUAL_GENERATION,
212,MS01_X01_BATTLE_01_AFTER_F_FRE_0030.wav,MS01_X01_BATTLE_01_AFTER_F_FRE_0030,202,202,202,204,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ข้าเสียมารยาทเหลือเกิน ข้าชื่อเฟรเดอริก้าแห่งราชรัฐเอสฟรอสต์ ข้ามาเพื่อปฏิบัติตามข้อตกลงของเราเจ้าค่ะ,,,PENDING_MANUAL_GENERATION,
213,MS01_X01_BATTLE_01_AFTER_F_FRE_0040.wav,MS01_X01_BATTLE_01_AFTER_F_FRE_0040,203,203,203,205,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,เป็นเกียรติของข้าที่ได้ร่วมพิธีสมรสกับท่าน และจะได้เรียกตระกูลวูล์ฟฟอร์ดว่าเป็นบ้านใหม่ของข้า,,,PENDING_MANUAL_GENERATION,
214,MS01_X01_BATTLE_01_AFTER_M_SEL_0030.wav,MS01_X01_BATTLE_01_AFTER_M_SEL_0030,236,236,236,238,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,เป็นเกียรติของข้าด้วยขอรับ ท่านหญิงเฟรเดอริก้า ขออภัยด้วยที่ข้าไม่ได้แนะนำตัวก่อนหน้านี้...,,,PENDING_MANUAL_GENERATION,
215,MS01_X01_BATTLE_01_AFTER_M_RLN_0030.wav,MS01_X01_BATTLE_01_AFTER_M_RLN_0030,227,227,227,229,โรแลนด์,unknown,male,roland,triangle-strategy,assets/approved_voice_references/roland.wav,ฮ่าฮ่าฮ่า! น่าตกใจจริงๆนะ ที่พวกเจ้าได้สู้เคียงข้างกันก่อนที่จะกล่าวคำมั่นสัญญาเสียอีก!,,,PENDING_MANUAL_GENERATION,
216,MS01_X01_BATTLE_01_AFTER_M_RLN_0040.wav,MS01_X01_BATTLE_01_AFTER_M_RLN_0040,228,228,228,230,โรแลนด์,unknown,male,roland,triangle-strategy,assets/approved_voice_references/roland.wav,ข้าพูดเลยว่าวูล์ฟฟอร์ตไม่มีเรื่องให้กังวลแล้วล่ะ เพราะท่านลอร์ดคนใหม่กับท่านหญิงเข้าขากันได้ดีมากๆ!,,,PENDING_MANUAL_GENERATION,
217,MS01_X01_BATTLE_01_AFTER_M_M002_0010.wav,MS01_X01_BATTLE_01_AFTER_M_M002_0010,223,223,223,225,ทหารยามเกลนบรู๊ค,npc,male,MALE_YOUNG_B,triangle-strategy,assets/triangle-strategy/approved_voice_references/MALE_YOUNG_B.wav,องค์ชาย!,,,PENDING_MANUAL_GENERATION,
218,MS01_X01_BATTLE_01_AFTER_M_M002_0020.wav,MS01_X01_BATTLE_01_AFTER_M_M002_0020,224,224,224,226,ทหารยามเกลนบรู๊ค,npc,male,MALE_YOUNG_B,triangle-strategy,assets/triangle-strategy/approved_voice_references/MALE_YOUNG_B.wav,ท่าน...อยู่นี่เองเหรอ! องครักษ์แทบจะพลิกแผ่นดินหาท่านแล้วนะขอรับ!,,,PENDING_MANUAL_GENERATION,
219,MS01_X01_BATTLE_01_AFTER_M_SEL_0040.wav,MS01_X01_BATTLE_01_AFTER_M_SEL_0040,237,237,237,239,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,นี่ท่านแอบหนีออกจากปราสาทอีกแล้วเหรอ โรแลนด์?,,,PENDING_MANUAL_GENERATION,
220,MS01_X01_BATTLE_01_AFTER_M_RLN_0050.wav,MS01_X01_BATTLE_01_AFTER_M_RLN_0050,229,229,229,231,โรแลนด์,unknown,male,roland,triangle-strategy,assets/approved_voice_references/roland.wav,ก็ข้าได้ยินว่าคู่หมั้นของสหายรักกำลังมาเยือนเกลนบรู๊ค ข้าเลยไม่อยากพลาดโอกาสนี่หน่า,,,PENDING_MANUAL_GENERATION,
221,MS01_X01_BATTLE_01_AFTER_M_BND_0010.wav,MS01_X01_BATTLE_01_AFTER_M_BND_0010,219,219,219,221,เบเนดิกต์,unknown,male,benedict,triangle-strategy,assets/approved_voice_references/benedict.wav,พวกเราเข้าใจท่านนะขอรับ แต่ท่านต้องบอกฝ่าบาทด้วยสิ...,,,PENDING_MANUAL_GENERATION,
222,MS01_X01_BATTLE_01_AFTER_M_RLN_0060.wav,MS01_X01_BATTLE_01_AFTER_M_RLN_0060,230,230,230,232,โรแลนด์,unknown,male,roland,triangle-strategy,assets/approved_voice_references/roland.wav,ฮ่า! ท่านพ่อไม่เป็นกังวลกับข้าหรอกน่า,,,PENDING_MANUAL_GENERATION,
223,MS01_X01_BATTLE_01_AFTER_M_RLN_0070.wav,MS01_X01_BATTLE_01_AFTER_M_RLN_0070,231,231,231,233,โรแลนด์,unknown,male,roland,triangle-strategy,assets/approved_voice_references/roland.wav,...แต่ข้าคิดว่าฮิวเอทท์คงไม่คิดเช่นนั้น ข้าขอตัวกลับก่อนดีกว่า...,,,PENDING_MANUAL_GENERATION,
224,MS01_X01_BATTLE_01_AFTER_M_RLN_0080.wav,MS01_X01_BATTLE_01_AFTER_M_RLN_0080,232,232,232,234,โรแลนด์,unknown,male,roland,triangle-strategy,assets/approved_voice_references/roland.wav,วางใจได้ขอรับ ท่านหญิงเฟรเดอริก้า ท่านอยู่ในการดูแลของคนฝีมือดีแล้ว,,,PENDING_MANUAL_GENERATION,
225,MS01_X01_BATTLE_01_AFTER_M_RLN_0090.wav,MS01_X01_BATTLE_01_AFTER_M_RLN_0090,233,233,233,235,โรแลนด์,unknown,male,roland,triangle-strategy,assets/approved_voice_references/roland.wav,ข้ารอฉลองอยู่นะ ไว้เจอกัน...,,,PENDING_MANUAL_GENERATION,
226,MS01_X01_BATTLE_01_AFTER_F_FRE_0050.wav,MS01_X01_BATTLE_01_AFTER_F_FRE_0050,204,204,204,206,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,แหวนของเขามีตราประจำราชวงศ์เกลนบรู๊คสลักไว้ด้วย หรือว่าเขาจะเป็น—?,,,PENDING_MANUAL_GENERATION,
227,MS01_X01_BATTLE_01_AFTER_M_BND_0020.wav,MS01_X01_BATTLE_01_AFTER_M_BND_0020,220,220,220,222,เบเนดิกต์,unknown,male,benedict,triangle-strategy,assets/approved_voice_references/benedict.wav,องค์ชายโรแลนด์...ลูกคนเล็กของฝ่าบาทเร็กนาน่ะ,,,PENDING_MANUAL_GENERATION,
228,MS01_X01_BATTLE_01_AFTER_F_YRA_0010.wav,MS01_X01_BATTLE_01_AFTER_F_YRA_0010,217,217,217,219,จีล่า,unknown,female,geela,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P005/candidate_01.wav,แสดงว่าท่านลอร์ดกับองค์ชายขับไล่โจรด้วยตัวเองเลยสินะ ช่างเป็นอาณาจักรที่น่าสนใจจริงๆ เฟรเดอริก้า,,,PENDING_MANUAL_GENERATION,
229,MS01_X01_BATTLE_01_AFTER_F_FRE_0060.wav,MS01_X01_BATTLE_01_AFTER_F_FRE_0060,205,205,205,207,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,นี่คือจีล่า อาจารย์และบริวารของข้าเจ้าค่ะ,,,PENDING_MANUAL_GENERATION,
230,MS01_X01_BATTLE_01_AFTER_F_YRA_0020.wav,MS01_X01_BATTLE_01_AFTER_F_YRA_0020,218,218,218,220,จีล่า,unknown,female,geela,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P005/candidate_01.wav,ทักษะการต่อสู้ของวูล์ฟฟอร์ตนั้นเป็นที่เลื่องลือ เป็นเกียรติของข้าจริงๆที่ได้เห็นมันกับตา,,,PENDING_MANUAL_GENERATION,
231,MS01_X01_BATTLE_01_AFTER_M_SEL_0050.wav,MS01_X01_BATTLE_01_AFTER_M_SEL_0050,238,238,238,240,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ข้าขอแนะนำตัว ข้าคือเซเรโนอาแห่งตระกูลวูล์ฟฟอร์ตขอรับ,,,PENDING_MANUAL_GENERATION,
232,MS01_X01_BATTLE_01_AFTER_M_SEL_0060.wav,MS01_X01_BATTLE_01_AFTER_M_SEL_0060,239,239,239,241,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ส่วนเขาคือเบเนดิกต์ ผู้ดูแลตระกูลผู้ซื่อสัตย์ของข้า,,,PENDING_MANUAL_GENERATION,
233,MS01_X01_BATTLE_01_AFTER_M_BND_0030.wav,MS01_X01_BATTLE_01_AFTER_M_BND_0030,221,221,221,223,เบเนดิกต์,unknown,male,benedict,triangle-strategy,assets/approved_voice_references/benedict.wav,เป็นเกียรติที่ได้รับใช้นายท่านในทุกๆ เรื่องขอรับ,,,PENDING_MANUAL_GENERATION,
234,MS01_X01_BATTLE_01_AFTER_M_SEL_0070.wav,MS01_X01_BATTLE_01_AFTER_M_SEL_0070,240,240,240,242,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ข้าขอต้อนรับพวกท่านเข้าสู่ดินแดนของเรา ในนามแห่งตระกูลวูล์ฟฟอร์ต,,,PENDING_MANUAL_GENERATION,
235,MS01_X01_BATTLE_01_AFTER_F_FRE_0070.wav,MS01_X01_BATTLE_01_AFTER_F_FRE_0070,206,206,206,208,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ท่านลอร์ด คำถามข้าอาจจะดูแปลก...แต่ถึงอย่างไรข้าก็คงอยากถามท่านว่า สีผมของข้ามีความหมายต่อท่านอย่างไรเจ้าคะ?,,,PENDING_MANUAL_GENERATION,
236,MS01_X01_BATTLE_01_AFTER_M_SEL_0090.wav,MS01_X01_BATTLE_01_AFTER_M_SEL_0090,241,241,241,243,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ข้าไม่คิดว่ามันน่าตกใจอะไรนะ กับการที่เรามีชาวโรเซลล์อาศัยอยู่ในปราสาทของเรา,,,PENDING_MANUAL_GENERATION,
237,MS01_X01_BATTLE_01_AFTER_F_FRE_0080.wav,MS01_X01_BATTLE_01_AFTER_F_FRE_0080,207,207,207,209,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ท่านช่างใจดีเหลือเกิน บ้างก็ว่าสีผมของข้าเป็นตราบาปประจำตระกูล พวกเขาต่างรังเกียจข้าทั้งนั้น...,,,PENDING_MANUAL_GENERATION,
238,MS01_X01_BATTLE_01_AFTER_M_SEL_0100.wav,MS01_X01_BATTLE_01_AFTER_M_SEL_0100,242,242,242,244,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,วางใจได้ขอรับ ครอบครัวข้าไม่พูดอะไรแย่ๆแบบนี้ใส่ท่านแน่นอน,,,PENDING_MANUAL_GENERATION,
239,MS01_X01_BATTLE_01_AFTER_M_SEL_0110.wav,MS01_X01_BATTLE_01_AFTER_M_SEL_0110,243,243,243,245,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ไม่จำเป็นต้องกังวลอะไรหรอกนะ,,,PENDING_MANUAL_GENERATION,
240,MS01_X01_BATTLE_01_AFTER_F_FRE_0090.wav,MS01_X01_BATTLE_01_AFTER_F_FRE_0090,208,208,208,210,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ขอบคุณเจ้าค่ะ ท่านลอร์ด...,,,PENDING_MANUAL_GENERATION,
241,MS01_X01_BATTLE_01_AFTER_M_SEL_0120.wav,MS01_X01_BATTLE_01_AFTER_M_SEL_0120,244,244,244,246,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ข้าคิดว่าความกล้าหาญของท่านมันน่าจดจำกว่ารูปลักษณ์เสียอีก ท่านสามารถดูแลตัวเองได้ดีในสมรภูมิ,,,PENDING_MANUAL_GENERATION,
242,MS01_X01_BATTLE_01_AFTER_F_FRE_0100.wav,MS01_X01_BATTLE_01_AFTER_F_FRE_0100,209,209,209,211,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ท่านยกยอข้าเกินไปแล้ว หากข้าทำอะไรผิดไปก็ขออภัยด้วยนะเจ้าคะ...,,,PENDING_MANUAL_GENERATION,
243,MS01_X01_BATTLE_01_AFTER_M_SEL_0130.wav,MS01_X01_BATTLE_01_AFTER_M_SEL_0130,245,245,245,247,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ไม่ผิดหรอก ตระกูลวูล์ฟฟอร์ตให้ความสำคัญกับความแข็งแกร่งและความกล้าหาญเหนือสิ่งอื่นใด,,,PENDING_MANUAL_GENERATION,
244,MS01_X01_BATTLE_01_AFTER_F_FRE_0105.wav,MS01_X01_BATTLE_01_AFTER_F_FRE_0105,210,210,210,212,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ข้าใช้ชีวิตในเอสฟรอสต์ภายใต้การดูแลของผู้อื่นตลอด แต่ข้าสัญญาว่าจะทุ่มเทเพื่อให้ตัวเองมีประโยชน์เจ้าค่ะ,,,PENDING_MANUAL_GENERATION,
245,MS01_X01_BATTLE_01_AFTER_M_SEL_0140.wav,MS01_X01_BATTLE_01_AFTER_M_SEL_0140,246,246,246,248,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ข้าเองก็เช่นกัน โชคดีที่เรายังมีเวลาเรียนรู้ซึ่งกันและกันอีกเยอะขอรับ,,,PENDING_MANUAL_GENERATION,
246,MS01_X01_BATTLE_01_AFTER_F_FRE_0110.wav,MS01_X01_BATTLE_01_AFTER_F_FRE_0110,211,211,211,213,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,เจ้าค่ะ เรียนรู้ไปด้วยกัน...,,,PENDING_MANUAL_GENERATION,
247,MS01_X01_BATTLE_01_AFTER_M_SEL_0150.wav,MS01_X01_BATTLE_01_AFTER_M_SEL_0150,247,247,247,249,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,หากสิ่งที่ข้าพูดมันไม่ได้ตรงเกินไป แต่ข้าคิดว่าสีผมของท่านนั้นช่างงดงาม,,,PENDING_MANUAL_GENERATION,
248,MS01_X01_BATTLE_01_AFTER_F_FRE_0120.wav,MS01_X01_BATTLE_01_AFTER_F_FRE_0120,212,212,212,214,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ขอบคุณนะเจ้าคะ ท่านลอร์ด ท่านไม่เห็นจะต้องชมข้าขนาดนี้เลย...,,,PENDING_MANUAL_GENERATION,
249,MS01_X01_BATTLE_01_AFTER_M_SEL_0160.wav,MS01_X01_BATTLE_01_AFTER_M_SEL_0160,248,248,248,250,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ข้าพูดเพราะข้าคิดเช่นนั้นจริงๆ ข้าชื่นชอบดอกกุหลาบมาโดยตลอด และผมของท่านก็สวยงามราวกับดอกไม้นั่น...,,,PENDING_MANUAL_GENERATION,
250,MS01_X01_BATTLE_01_AFTER_F_FRE_0130.wav,MS01_X01_BATTLE_01_AFTER_F_FRE_0130,213,213,213,215,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ข้าเองก็ชื่นชอบเช่นกันเจ้าค่ะ,,,PENDING_MANUAL_GENERATION,
251,MS01_X01_BATTLE_01_AFTER_M_SEL_0170.wav,MS01_X01_BATTLE_01_AFTER_M_SEL_0170,249,249,249,251,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ดูเหมือนว่าเราใจตรงกันเลยนะ,,,PENDING_MANUAL_GENERATION,
252,MS01_X01_BATTLE_01_AFTER_M_BND_0040.wav,MS01_X01_BATTLE_01_AFTER_M_BND_0040,222,222,222,224,เบเนดิกต์,unknown,male,benedict,triangle-strategy,assets/approved_voice_references/benedict.wav,ท่านหญิงเฟรเดอริก้า ทุกคนคอยท่านอยู่ขอรับ พวกเราขออนุญาตพาท่านไปยังปราสาทวูล์ฟฟอร์ตขอรับ,,,PENDING_MANUAL_GENERATION,
253,MS01_X01_BATTLE_01_AFTER_F_FRE_0140.wav,MS01_X01_BATTLE_01_AFTER_F_FRE_0140,214,214,214,216,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ขอบคุณนะท่านเบเนดิกต์ เป็นเกียรติอย่างมากเลยล่ะ,,,PENDING_MANUAL_GENERATION,
254,MS01_X01_BATTLE_01_BEFORE_F_FRE_0010.wav,MS01_X01_BATTLE_01_BEFORE_F_FRE_0010,252,252,252,254,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,พวกเจ้าคิดจะทำอะไรกันแน่?,,,PENDING_MANUAL_GENERATION,
255,MS01_X01_BATTLE_01_BEFORE_M_TRA_0010.wav,MS01_X01_BATTLE_01_BEFORE_M_TRA_0010,285,285,285,287,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,ก็จับพวกเจ้าเป็นตัวประกันไง!,,,PENDING_MANUAL_GENERATION,
256,MS01_X01_BATTLE_01_BEFORE_M_TRA_0020.wav,MS01_X01_BATTLE_01_BEFORE_M_TRA_0020,286,286,286,288,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,และรีดไถเงินทุกเหรียญออกจากรัฐและตระกูลวูล์ฟฟอร์ตให้หมด!,,,PENDING_MANUAL_GENERATION,
257,MS01_X01_BATTLE_01_BEFORE_F_TRI_0010.wav,MS01_X01_BATTLE_01_BEFORE_F_TRI_0010,258,258,258,260,ทริช,unknown,female,trish,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P015/candidate_01.wav,แล้วผมชมพูของเจ้าคืออะไรกัน? ชาวโรเซลล์เหรอ?,,,PENDING_MANUAL_GENERATION,
258,MS01_X01_BATTLE_01_BEFORE_F_TRI_0020.wav,MS01_X01_BATTLE_01_BEFORE_F_TRI_0020,259,259,259,261,ทริช,unknown,female,trish,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P015/candidate_01.wav,...แถมหญิงคนนั้นก็ดูเหมือนมาจากไฮแซนต์ นี่เราตามเรือผิดลำรึเปล่านะ?,,,PENDING_MANUAL_GENERATION,
259,MS01_X01_BATTLE_01_BEFORE_M_TRA_0030.wav,MS01_X01_BATTLE_01_BEFORE_M_TRA_0030,287,287,287,289,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,เป็นไปไม่ได้! เรือลำนั้่นมีทหารเอสฟรอสต์เต็มไปหมดเลยนี่หว่า!,,,PENDING_MANUAL_GENERATION,
260,MS01_X01_BATTLE_01_BEFORE_F_FRE_0020.wav,MS01_X01_BATTLE_01_BEFORE_F_FRE_0020,253,253,253,255,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,พอได้แล้ว! ข้าคือ—,,,PENDING_MANUAL_GENERATION,
261,MS01_X01_BATTLE_01_BEFORE_M_M158_0010.wav,MS01_X01_BATTLE_01_BEFORE_M_M158_0010,271,271,271,273,โจร,npc,male,MALE_ANGER_STRONG_01,triangle-strategy,assets/triangle-strategy/approved_voice_references/MALE_ANGER_STRONG_01.wav,อ้ากกกกก!,,,PENDING_MANUAL_GENERATION,
262,MS01_X01_BATTLE_01_BEFORE_M_SEL_0010.wav,MS01_X01_BATTLE_01_BEFORE_M_SEL_0010,274,274,274,276,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,โจรอย่างพวกเจ้ามียางอายกันบ้างไหม ถึงมาปล้นหญิงบริสุทธิ์กันเนี่ย!?,,,PENDING_MANUAL_GENERATION,
263,MS01_X01_BATTLE_01_BEFORE_M_TRA_0040.wav,MS01_X01_BATTLE_01_BEFORE_M_TRA_0040,288,288,288,290,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,แล้วเจ้าเป็นใครกันวะ!?,,,PENDING_MANUAL_GENERATION,
264,MS01_X01_BATTLE_01_BEFORE_M_SEL_0030.wav,MS01_X01_BATTLE_01_BEFORE_M_SEL_0030,275,275,275,277,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ไม่ต้องรู้หรอกว่าข้าเป็นใคร ยอมแพ้ซะ เราจะได้เจรจากันอย่างสันติ,,,PENDING_MANUAL_GENERATION,
265,MS01_X01_BATTLE_01_BEFORE_M_TRA_0050.wav,MS01_X01_BATTLE_01_BEFORE_M_TRA_0050,289,289,289,291,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,รู้ตัวบ้างไหมว่าคุยกับใครอยู่ ไอ้หนุ่ม!? สันติไม่ใช่ทางออกของเรา!,,,PENDING_MANUAL_GENERATION,
266,MS01_X01_BATTLE_01_BEFORE_F_TRI_0030.wav,MS01_X01_BATTLE_01_BEFORE_F_TRI_0030,260,260,260,262,ทริช,unknown,female,trish,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P015/candidate_01.wav,ถูกต้อง! หากพวกเจ้ายอมแพ้ตอนนี้ พวกเราจะไว้ชีวิตอันแสนอนาถของพวกเจ้า,,,PENDING_MANUAL_GENERATION,
267,MS01_X01_BATTLE_01_BEFORE_M_SEL_0035.wav,MS01_X01_BATTLE_01_BEFORE_M_SEL_0035,276,276,276,278,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,...เหมือนว่าพวกมันไม่สนใจฟังเลยด้วยซ้ำ,,,PENDING_MANUAL_GENERATION,
268,MS01_X01_BATTLE_01_BEFORE_M_BND_0010.wav,MS01_X01_BATTLE_01_BEFORE_M_BND_0010,266,266,266,268,เบเนดิกต์,unknown,male,benedict,triangle-strategy,assets/approved_voice_references/benedict.wav,แน่นอนขอรับ คนพวกนี้คุยด้วยเหตุผลไม่รู้เรื่องอยู่แล้ว,,,PENDING_MANUAL_GENERATION,
269,MS01_X01_BATTLE_01_BEFORE_M_TRA_0052.wav,MS01_X01_BATTLE_01_BEFORE_M_TRA_0052,320,320,320,293,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,เลิกครวญคราง แล้วยอมรับชะตากรรมตัวเองซะ!,,,PENDING_MANUAL_GENERATION,
270,MS01_X01_BATTLE_01_BEFORE_M_TRA_0057.wav,MS01_X01_BATTLE_01_BEFORE_M_TRA_0057,321,321,321,294,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,เมื่อสองพ่อลูก ทราวิสและทริชกับสหายผู้แข็งแกร่ง ได้จับจ้องพร้อมจะเล่นงานพวกเจ้า ฮ่าฮ่า! เท่านี้พวกเจ้าก็จบเห่แล้ว!,,,PENDING_MANUAL_GENERATION,
271,MS01_X01_BATTLE_01_BEFORE_M_SEL_0040.wav,MS01_X01_BATTLE_01_BEFORE_M_SEL_0040,277,277,277,279,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,แล้วพวกเจ้าเป็นใครกันล่ะ? ดูทรงแล้วน่าจะเป็นกลุ่มโจรทั่วไปสินะ,,,PENDING_MANUAL_GENERATION,
272,MS01_X01_BATTLE_01_BEFORE_M_TRA_0060.wav,MS01_X01_BATTLE_01_BEFORE_M_TRA_0060,290,290,290,295,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,สงสัยล่ะสิ? เรียกข้าว่าทราวิสก็ได้!,,,PENDING_MANUAL_GENERATION,
273,MS01_X01_BATTLE_01_BEFORE_M_TRA_0065.wav,MS01_X01_BATTLE_01_BEFORE_M_TRA_0065,291,291,291,296,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,ข้าเป็นหัวหน้ากลุ่มโจรสุดโหดเท่าที่ดินแดนนี้เคยรู้จัก!,,,PENDING_MANUAL_GENERATION,
274,MS01_X01_BATTLE_01_BEFORE_F_TRI_0040.wav,MS01_X01_BATTLE_01_BEFORE_F_TRI_0040,261,261,261,263,ทริช,unknown,female,trish,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P015/candidate_01.wav,ส่วนข้าเป็นลูกสาวของเขา ทริช!,,,PENDING_MANUAL_GENERATION,
275,MS01_X01_BATTLE_01_BEFORE_F_TRI_0045.wav,MS01_X01_BATTLE_01_BEFORE_F_TRI_0045,262,262,262,264,ทริช,unknown,female,trish,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P015/candidate_01.wav,พวกเรามีลูกน้องอีกเป็นร้อย ยอมแพ้ซะเถอะ ก่อนที่จะหมดโอกาสนะ!,,,PENDING_MANUAL_GENERATION,
276,MS01_X01_BATTLE_01_BEFORE_M_SEL_0050.wav,MS01_X01_BATTLE_01_BEFORE_M_SEL_0050,278,278,278,280,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,โม้ไปเรื่อย คนที่พาลูกตัวเองมาต่อยตีกับคนอื่น สมควรเป็นหัวหน้าทัพนับร้อยคนจริงๆเหรอ,,,PENDING_MANUAL_GENERATION,
277,MS01_X01_BATTLE_01_BEFORE_M_BND_0020.wav,MS01_X01_BATTLE_01_BEFORE_M_BND_0020,267,267,267,269,เบเนดิกต์,unknown,male,benedict,triangle-strategy,assets/approved_voice_references/benedict.wav,เฉียบแหลมมากขอรับนายท่าน ข้าคิดว่าพวกมันมีจำนวนเท่านี้ขอรับ,,,PENDING_MANUAL_GENERATION,
278,MS01_X01_BATTLE_01_BEFORE_M_TRA_0070.wav,MS01_X01_BATTLE_01_BEFORE_M_TRA_0070,292,292,292,297,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,เลิกครวญคราง ได้แล้ว! คราวนี้ช่วยบอกพวกเราที ว่าคนขี้ขลาดอย่างเจ้าเป็นใคร!,,,PENDING_MANUAL_GENERATION,
