line_no,bank,bank_variant,cue_name,battle_cue_id,cue,sequence,waveform,awb_stream,character_code,character_name,gender,voice_target,classification,action,status,uexp_path,awb_path,audio_duration_sec,english_text,thai_text,transcript_status,transcript_source,battle_cry_class,thai_battle_cry
2930,V_M_NAR_EN,,V_M_NAR_BTL_00400,400,0,0,0,1,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.81,Here I come!,ข้ามาแล้ว!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2931,V_M_NAR_EN,,V_M_NAR_BTL_00500,500,1,1,1,2,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.365,Time for some sorcery!,ได้เวลาใช้เวท!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2932,V_M_NAR_EN,,V_M_NAR_BTL_00600,600,2,2,2,3,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.743,"I hope you're watching, grandfather.",หวังว่าท่านกำลังมองอยู่ คุณปู่,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2933,V_M_NAR_EN,,V_M_NAR_BTL_00700,700,3,3,3,4,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.533,I'll show you what I can do.,ข้าจะแสดงให้เห็นว่าทำอะไรได้,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2934,V_M_NAR_EN,,V_M_NAR_BTL_01700,1700,4,4,4,5,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.937,What should I do?,ข้าควรทำยังไงดี?,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2935,V_M_NAR_EN,,V_M_NAR_BTL_01800,1800,5,5,5,6,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.359,I have to do something.,ข้าต้องทำอะไรสักอย่าง,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2936,V_M_NAR_EN,,V_M_NAR_BTL_01900,1900,6,6,6,7,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.886,This is bad.,แย่แล้ว,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2937,V_M_NAR_EN,,V_M_NAR_BTL_02000,2000,7,7,7,8,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.097,I have to keep going.,ข้าต้องไปต่อ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2938,V_M_NAR_EN,,V_M_NAR_BTL_02700,2700,8,8,8,9,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.494,[BATTLE CRY],อั่ก...,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,STATUS_REACTION,อั่ก...
2939,V_M_NAR_EN,,V_M_NAR_BTL_02800,2800,9,9,9,10,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.377,"Help me, please.",ช่วยข้าด้วย ได้โปรด,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2940,V_M_NAR_EN,,V_M_NAR_BTL_02900,2900,10,10,10,11,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.504,[BATTLE CRY],เอ้า!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,ATTACK_CRY,เอ้า!
2941,V_M_NAR_EN,,V_M_NAR_BTL_03000,3000,11,11,11,12,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.432,[BATTLE CRY],เอ้า!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,ATTACK_CRY,เอ้า!
2942,V_M_NAR_EN,,V_M_NAR_BTL_03100,3100,12,12,12,13,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.764,[BATTLE CRY],ย๊าก!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,ATTACK_CRY,ย๊าก!
2943,V_M_NAR_EN,,V_M_NAR_BTL_03200,3200,13,13,13,14,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.587,[BATTLE CRY],ฮ้า!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,ATTACK_CRY,ฮ้า!
2944,V_M_NAR_EN,,V_M_NAR_BTL_03300,3300,14,14,14,15,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.654,[BATTLE CRY],ฮึ่ย!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,ATTACK_CRY,ฮึ่ย!
2945,V_M_NAR_EN,,V_M_NAR_BTL_03400,3400,15,15,15,16,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.8,Uah!,อั่ก!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2946,V_M_NAR_EN,,V_M_NAR_BTL_03500,3500,16,16,16,17,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.527,Say goodbye!,บอกลาได้เลย!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2947,V_M_NAR_EN,,V_M_NAR_BTL_03600,3600,17,17,17,18,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.748,It's over!,จบแล้ว!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2948,V_M_NAR_EN,,V_M_NAR_BTL_08800,8800,18,18,18,19,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.085,What have we here?,มีอะไรตรงนี้?,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2949,V_M_NAR_EN,,V_M_NAR_BTL_08900,8900,19,19,19,20,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.38,Hey! Over here!,เฮ้! ทางนี้!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2950,V_M_NAR_EN,,V_M_NAR_BTL_09000,9000,20,20,20,21,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.899,Me next.,ตาข้าต่อ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2951,V_M_NAR_EN,,V_M_NAR_BTL_14200,14200,21,21,21,22,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.896,I did it!,ข้าทำได้!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2952,V_M_NAR_EN,,V_M_NAR_BTL_14300,14300,22,22,22,23,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.74,It worked!,ได้ผล!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2953,V_M_NAR_EN,,V_M_NAR_BTL_14400,14400,23,23,23,24,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.852,Uh-oh.,โอ๊ะโอ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2954,V_M_NAR_EN,,V_M_NAR_BTL_14500,14500,24,24,24,25,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.786,Wrong one.,ผิดตัวแล้ว,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2955,V_M_NAR_EN,,V_M_NAR_BTL_14600,14600,25,25,25,26,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.33,[BATTLE CRY],อึก!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,HURT_CRY,อึก!
2956,V_M_NAR_EN,,V_M_NAR_BTL_14700,14700,26,26,26,27,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.514,[BATTLE CRY],อึ่ก!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,HURT_CRY,อึ่ก!
2957,V_M_NAR_EN,,V_M_NAR_BTL_14800,14800,27,27,27,28,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.497,[BATTLE CRY],อึ่ก!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,HURT_CRY,อึ่ก!
2958,V_M_NAR_EN,,V_M_NAR_BTL_14900,14900,28,28,28,29,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.505,No!,ไม่!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2959,V_M_NAR_EN,,V_M_NAR_BTL_15000,15000,29,29,29,30,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.015,[BATTLE CRY],อั่ก!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,HURT_CRY,อั่ก!
2960,V_M_NAR_EN,,V_M_NAR_BTL_15100,15100,30,30,30,31,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.409,[BATTLE CRY],อั่ก!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,HURT_CRY,อั่ก!
2961,V_M_NAR_EN,,V_M_NAR_BTL_15200,15200,31,31,31,32,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.922,Back at you!,เอาคืนไป!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2962,V_M_NAR_EN,,V_M_NAR_BTL_15300,15300,32,32,32,33,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.527,Give and you shall receive.,ให้แล้วจะได้รับตอบแทน,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2963,V_M_NAR_EN,,V_M_NAR_BTL_15310,15310,33,33,33,34,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.23,Hold it right there!,หยุดอยู่ตรงนั้น!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2964,V_M_NAR_EN,,V_M_NAR_BTL_15320,15320,34,34,34,35,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.655,Got you!,จับได้แล้ว!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2965,V_M_NAR_EN,,V_M_NAR_BTL_15400,15400,35,35,35,36,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.521,Whoa!,โว้ว!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2966,V_M_NAR_EN,,V_M_NAR_BTL_15500,15500,36,36,36,37,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.794,I dodged?,ข้าหลบได้หรือ?,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2967,V_M_NAR_EN,,V_M_NAR_BTL_15600,15600,37,37,37,38,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.656,Thank you.,ขอบคุณ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2968,V_M_NAR_EN,,V_M_NAR_BTL_15700,15700,38,38,38,39,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.074,You saved my neck.,เจ้าช่วยชีวิตข้าไว้,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2969,V_M_NAR_EN,,V_M_NAR_BTL_15800,15800,39,39,39,40,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.638,"Phew, thank goodness.",เฮ้อ โล่งอก,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2970,V_M_NAR_EN,,V_M_NAR_BTL_15900,15900,40,40,40,41,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.311,I feel better than ever.,รู้สึกดีกว่าเดิมอีก,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2971,V_M_NAR_EN,,V_M_NAR_BTL_16000,16000,41,41,41,42,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.215,I won't let you down!,ข้าจะไม่ทำให้ผิดหวัง!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2972,V_M_NAR_EN,,V_M_NAR_BTL_16100,16100,42,42,42,43,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.061,Watch me work.,ดูข้าทำงาน,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2973,V_M_NAR_EN,,V_M_NAR_BTL_16200,16200,43,43,43,44,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,2.415,Grandfather.,คุณปู่...,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2974,V_M_NAR_EN,,V_M_NAR_BTL_16300,16300,44,44,44,45,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.79,The pain.,ความเจ็บปวด...,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2975,V_M_NAR_EN,,V_M_NAR_BTL_16400,16400,45,45,45,46,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.768,Take that!,รับนี่ไป!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2976,V_M_NAR_EN,,V_M_NAR_BTL_16500,16500,46,46,46,47,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.662,Use this.,ใช้นี่ซะ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2977,V_M_NAR_EN,,V_M_NAR_BTL_16600,16600,47,47,47,48,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.904,I can do this!,ข้าทำได้!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2978,V_M_NAR_EN,,V_M_NAR_BTL_17410,17410,48,48,48,49,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.711,[BATTLE CRY],ย้าก!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,ATTACK_CRY,ย้าก!
2979,V_M_NAR_EN,,V_M_NAR_BTL_17411,17411,49,49,49,50,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.414,Ready to see a spell?,พร้อมดูเวทมนตร์ไหม?,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2980,V_M_NAR_EN,,V_M_NAR_BTL_17412,17412,50,50,50,51,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.466,Don't be afraid.,อย่ากลัว,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2981,V_M_NAR_EN,,V_M_NAR_BTL_17413,17413,51,51,51,52,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.211,"I can heal, too.",ข้าก็รักษาได้นะ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2982,V_M_NAR_EN,,V_M_NAR_BTL_17414,17414,52,52,52,53,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.907,Is everyone okay?,ทุกคนไม่เป็นไรใช่ไหม?,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2983,V_M_NAR_EN,,V_M_NAR_BTL_17415,17415,53,53,53,54,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.836,I'm here to help!,ข้ามาช่วยแล้ว!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2984,V_M_NAR_EN,,V_M_NAR_BTL_17416,17416,54,54,54,55,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.198,I have to do something.,ข้าต้องทำอะไรสักอย่าง,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2985,V_M_NAR_EN,,V_M_NAR_BTL_17417,17417,55,55,55,56,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,1.221,You'll feel better real soon.,เดี๋ยวก็รู้สึกดีขึ้น,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
2986,V_M_NAR_EN,,V_M_NAR_BTL_17418,17418,56,56,56,57,NAR,นาร์ฟ,male,narve,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_NAR_EN.uexp,work/opening_trace_phase2/awb/V_M_NAR_EN.awb,0.748,Don't give up!,อย่ายอมแพ้!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
