translation_id,english_text,count,thai_text
BT1242,My shield is impregnable!,1,โล่ของข้าไร้เทียมทาน!
BT1243,I see I've more to fight for!,1,ดูเหมือนข้ายังมีเหตุให้สู้ต่อ!
BT1244,May I live up to that name?,1,ขอให้ข้าคู่ควรกับชื่อนั้น
BT1245,"If you wish to meet your end, then so be it.",1,หากเจ้าปรารถนาจุดจบ ก็เอาตามนั้น
BT1246,I shall lead Esfrost to glory.,1,ข้าจะนำเอสฟรอสต์สู่ความรุ่งโรจน์
BT1247,I shall show you what it means to be Archduke.,1,ข้าจะแสดงให้เห็นความหมายของการเป็นอาร์ชดยุค
BT1248,You impudent wretches!,1,พวกสารเลวโอหัง!
BT1249,You haven't bested me yet.,1,เจ้ายังเอาชนะข้าไม่ได้
BT1250,Crisis begets greatness.,1,วิกฤตย่อมนำมาซึ่งความยิ่งใหญ่
BT1251,What trickery is this?,1,กลอุบายอะไรนี่?
BT1252,"Ugh, such underhanded tactics.",1,อึก กลอุบายสกปรกจริง
BT1253,Your scars will show!,1,บาดแผลของเจ้าจะเป็นรอยจำ!
BT1254,Lavish me with your screams!,1,มอบเสียงกรีดร้องให้ข้าสิ!
BT1255,Begone from my sight!,1,ไปให้พ้นสายตาข้า!
BT1256,Such simple minds.,1,ความคิดช่างตื้นเขิน
BT1257,Pure foolishness.,1,โง่เขลาอย่างแท้จริง
BT1258,The rest will be easy.,1,ที่เหลือก็ง่ายแล้ว
BT1259,A small setback.,1,แค่ถอยไปเล็กน้อย
BT1260,No matter.,1,ไม่เป็นไร
BT1261,Impossible!,2,เป็นไปไม่ได้!
BT1262,Receive your punishment.,1,รับโทษของเจ้าไป
BT1263,Give me a challenge.,1,มอบความท้าทายให้ข้าหน่อย
BT1264,You serve me well.,1,เจ้ารับใช้ข้าได้ดี
BT1265,I fear neither fire nor steel.,1,ข้าไม่กลัวทั้งไฟและเหล็ก
BT1266,Does it end here?,1,จะจบตรงนี้หรือ?
BT1267,Meet my challenge.,1,รับคำท้าของข้า
BT1268,Suffer the rage of Esfrost!,1,รับความพิโรธแห่งเอสฟรอสต์!
BT1269,Be honored to die by my hand.,1,จงเป็นเกียรติที่ได้ตายด้วยมือข้า
BT1270,Let the cold overtake you.,1,ปล่อยให้ความหนาวกลืนกินเจ้า
BT1271,Your lifeblood chills.,1,เลือดในกายเจ้ากำลังเย็นเยียบ
BT1272,Die with dignity.,1,ตายอย่างมีศักดิ์ศรีซะ
BT1273,One of us falls today.,1,วันนี้หนึ่งในเราต้องล้ม
BT1274,Esfrost shall not falter.,1,เอสฟรอสต์จะไม่สั่นคลอน
BT1275,Egooom!,1,อึกกุม!
BT1276,You know too much!,1,เจ้ารู้มากเกินไป!
BT1277,Your lives are forfeit!,1,ชีวิตของพวกเจ้าถูกริบแล้ว!
BT1278,Grrrr!,2,กรรร!
BT1279,You haven't won yet!,1,เจ้ายังไม่ชนะ!
BT1280,You will suffer from us!,1,เจ้าจะต้องทรมานเพราะเรา!
BT1281,Hmm! Grrrr!,1,หึม! กรรร!
BT1282,Yes! Thane!,1,ใช่! เทน!
BT1283,Ruff!,2,โฮ่ง!
BT1284,DESOLENCE YOU!,1,ข้าจะทำลายเจ้า!
BT1285,Hasn't ever!,1,ไม่เคยมีมาก่อน!
BT1286,For more!,1,เอาอีก!
BT1287,ATTENTION!,1,ระวัง!
BT1288,Oh shit!,1,บ้าเอ๊ย!
BT1289,Does it hurt?,1,เจ็บไหม?
BT1290,I see.,1,เข้าใจแล้ว
BT1291,Go!,2,ไป!
BT1292,BEGON'S POLITICS!,1,เรื่องการเมืองของเบกอน!
BT1293,"Wah, wah, wah!",1,ว้า ว้า ว้า!
BT1294,"Ha, ha, ha, ha, ha, ha, ha, ha!",1,ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า!
BT1295,You must be punished!,1,เจ้าต้องถูกลงโทษ!
BT1296,"You haven't got to, Raph!",1,เจ้าไม่จำเป็นต้องทำหรอก ราฟ!
BT1297,Let me suffice!,1,ให้ข้าจัดการเอง!
BT1298,Let him have no fear!,1,อย่าให้เขาต้องกลัว!
BT1299,Stop!,2,หยุด!
BT1300,Return to nothingness!,1,กลับสู่ความว่างเปล่าซะ!
BT1301,Come here!,1,มานี่!
BT1302,Uwaaah!,1,อ๊ากก!
BT1303,No workers cannot sell me!,1,ไม่มีแรงงานคนใดขายข้าได้!
BT1304,RECEIVE HER BLESSING!,1,รับพรของนางไป!
BT1305,Follow me!,1,ตามข้ามา!
BT1306,"Hit me, my puppets!",1,โจมตีข้า เจ้าหุ่นเชิด!
BT1307,Tell you that judgment unto my heathens!,1,จงรับคำพิพากษา พวกคนนอกรีต!
BT1308,TRUMBLE AND FEAR!,1,จงสั่นกลัว!
BT1309,The goddess is with me!,1,เทพธิดาอยู่กับข้า!
BT1310,I am absolute!,1,ข้าคือผู้สูงสุด!
BT1311,Poison is eternal!,1,พิษคือนิรันดร์!
BT1312,Come!,1,มา!
BT1313,Stand against Hyzant and be buried!,1,ผู้ต่อต้านไฮแซนต์จะถูกฝัง!
BT1314,Your end is nigh.,1,จุดจบของเจ้าใกล้เข้ามาแล้ว
BT1315,There shall be no mercy!,1,จะไม่มีความเมตตา!
BT1316,The goddess seethes.,1,เทพธิดากำลังพิโรธ
BT1317,I still stand.,1,ข้ายังยืนอยู่
BT1318,"Goddess, heed my call!",1,เทพธิดา โปรดฟังเสียงข้า!
BT1319,The time for play is over!,1,เวลาล้อเล่นจบแล้ว!
BT1320,HOOF!,1,ฮึบ!
BT1321,Breathe your last!,2,สูดลมหายใจสุดท้ายซะ!
BT1322,A fortuitous opening!,1,ช่างเป็นช่องว่างที่เหมาะเจาะ!
BT1323,There is no escape!,1,ไม่มีทางหนี!
BT1324,This is where you fall.,1,เจ้าจะล้มตรงนี้
BT1325,A pity!,1,น่าเสียดาย!
BT1326,Curse you!,1,ขอสาปเจ้า!
BT1327,I am smarter than this!,1,ข้าฉลาดกว่านี้!
BT1328,NGGH!,1,อึ่ก!
BT1329,What insolence!,1,ช่างโอหัง!
BT1330,Enough!,6,พอได้แล้ว!
BT1331,Allow me!,1,ให้ข้าจัดการ!
BT1332,Hup!,2,ฮึบ!
BT1333,Prepare to meet your end!,1,เตรียมพบจุดจบของเจ้า!
BT1334,The goddess smiles upon me.,1,เทพธิดาทรงยิ้มให้ข้า
BT1335,Yes.,2,ใช่
BT1336,For the Goddess!,1,เพื่อเทพธิดา!
BT1337,This cannot be!,1,เป็นไปไม่ได้!
BT1338,Hoi-yaa!,1,ฮอยย่า!
BT1339,DIE!,4,ตายซะ!
BT1340,Swallow them whole!,1,กลืนพวกมันให้หมด!
BT1341,I am here!,1,ข้าอยู่นี่!
BT1342,This is the goddess's blessing!,1,นี่คือพรของเทพธิดา!
BT1343,The Holy One awaits!,1,องค์ศักดิ์สิทธิ์กำลังรออยู่!
BT1344,I shall put an end to this heresy!,1,ข้าจะยุติความนอกรีตนี้!
BT1345,"Oh, goddess!",1,โอ้ เทพธิดา!
BT1346,Protect us!,1,ปกป้องเรา!
BT1347,You are going nowhere!,1,เจ้าไปไหนไม่ได้!
BT1348,"Oh, ho, ho, ho, ho, ho.",1,โอ้ โฮ โฮ โฮ โฮ โฮ
BT1349,Just you wait.,1,คอยดูเถอะ
BT1350,For my people!,1,เพื่อประชาชนของข้า!
BT1351,I have to do this.,1,ข้าต้องทำสิ่งนี้
BT1352,Is this it for me?,1,นี่คือจุดจบของข้าหรือ?
BT1353,Is all hope lost?,1,หมดความหวังแล้วหรือ?
BT1354,Please help me.,1,ช่วยข้าด้วย
BT1355,T'ya!,1,ฮึยะ!
BT1356,It's over!,2,จบแล้ว!
BT1357,It didn't work!,2,ไม่ได้ผล!
BT1358,FUGGH!,1,อั่ก!
BT1359,Baaah!,1,อ๊าก!
BT1360,You're not getting away!,1,เจ้าหนีไม่พ้น!
BT1361,Now's my chance!,2,ตอนนี้คือโอกาสของข้า!
BT1362,I still have some fight in me.,1,ข้ายังมีแรงสู้อยู่
BT1363,I shall not be defeated.,1,ข้าจะไม่ถูกโค่น
BT1364,I'll put this to good use.,1,ข้าจะใช้สิ่งนี้ให้คุ้ม
BT1365,It wasn't supposed to end like this.,1,มันไม่ควรจบแบบนี้
BT1366,They... they got me.,1,พวกมัน...จัดการข้าได้
BT1367,Pierce through!,1,แทงทะลุไป!
BT1368,Never underestimate a rosellin!,1,อย่าดูถูกโรเซลล์เด็ดขาด!
BT1369,I won't hold anything back!,1,ข้าจะไม่ออมมือ!
BT1370,This is everything I've got.,1,นี่คือทั้งหมดที่ข้ามี
BT1371,This war is senseless.,1,สงครามนี้ไร้ความหมาย
BT1372,Time to take action.,1,ได้เวลาลงมือ
BT1373,Strike while the iron's hot.,1,ตีตอนเหล็กร้อน
BT1374,I'm not done yet.,1,ข้ายังไม่จบ
BT1375,I still have so much left to do.,1,ข้ายังมีอีกมากที่ต้องทำ
BT1376,I can withstand this.,1,ข้าทนไหว
BT1377,Can't hold out much longer.,1,ทนต่อไปไม่ไหวแล้ว
BT1378,I must carry on.,1,ข้าต้องไปต่อ
BT1379,Chia!,1,ชิยะ!
BT1380,See ya!,1,ลาก่อน!
BT1381,We're not done here!,1,เรายังไม่จบ!
BT1382,Perfect!,2,สมบูรณ์แบบ!
BT1383,Right on target!,1,เข้าเป้าเต็ม ๆ!
BT1384,Why?,1,ทำไม?
BT1385,Right back at you!,1,เอาคืนไป!
BT1386,You'll pay for that!,1,เจ้าต้องชดใช้!
BT1387,Ha! Got you!,1,ฮ่า! จับได้แล้ว!
BT1388,You're open!,2,เปิดช่องแล้ว!
BT1389,It's no use.,1,ไม่มีประโยชน์
BT1390,My thanks.,4,ขอบคุณ
BT1391,That's much better.,1,ดีขึ้นมาก
BT1392,Appreciate it.,3,ขอบใจนะ
BT1393,That's a big help.,3,ช่วยได้มากเลย
BT1394,I'll be of whatever service I can.,1,ข้าจะช่วยเท่าที่ช่วยได้
BT1395,I'm sorry.,1,ขอโทษ
BT1396,I didn't mean to let you down.,1,ข้าไม่ได้ตั้งใจทำให้ผิดหวัง
BT1397,How do you like that?,1,เป็นไงล่ะ?
BT1398,This should do it!,2,แบบนี้น่าจะได้!
BT1399,No holding back!,1,ไม่ออมมือ!
BT1400,We can do this!,2,เราทำได้!
BT1401,This is far from over.,1,ยังไม่จบแค่นี้
BT1402,I've got this.,1,ข้าจัดการได้
BT1403,Leave it to me!,4,ฝากไว้กับข้า!
BT1404,I must trust in myself.,1,ข้าต้องเชื่อในตัวเอง
BT1405,Let's do this!,1,ลุยกันเลย!
BT1406,You've got this!,1,เจ้าทำได้!
BT1407,Must endure.,1,ต้องอดทนไว้
BT1408,I trust in you.,1,ข้าเชื่อใจเจ้า
BT1409,I will do what I can.,1,ข้าจะทำเท่าที่ทำได้
BT1410,I'll hold fast here.,1,ข้าจะยืนหยัดตรงนี้
BT1411,Defeat is not an option!,1,พ่ายแพ้ไม่ได้!
BT1412,Stand firm!,1,ยืนหยัดไว้!
BT1413,Will this work?,1,แบบนี้จะได้ผลไหม?
BT1414,You've made me angry.,1,เจ้าทำให้ข้าโกรธแล้ว
BT1415,Just tell me what to do.,1,บอกข้ามาว่าต้องทำอะไร
BT1416,ever to serve my Lord.,1,พร้อมรับใช้นายท่านเสมอ
BT1417,I will follow you faithfully till the end.,1,ข้าจะติดตามท่านอย่างซื่อสัตย์จนวาระสุดท้าย
BT1418,An honor and a privilege to serve.,1,เป็นเกียรติและอภิสิทธิ์ที่ได้รับใช้
BT1419,I'll do my best.,2,ข้าจะทำให้ดีที่สุด
BT1420,I get stronger every day.,1,ข้าแข็งแกร่งขึ้นทุกวัน
BT1421,I've room to improve yet.,1,ข้ายังมีที่ให้พัฒนา
BT1422,I leave no survivors.,1,ข้าไม่เหลือผู้รอดชีวิต
BT1423,There are always consequences.,1,ทุกอย่างย่อมมีผลตามมา
BT1424,admirable skill.,1,ฝีมือน่าชื่นชม
BT1425,Thought I was better than this.,1,นึกว่าข้าจะเก่งกว่านี้
BT1426,Ha! Ha! Ha! Ha! Ha! Ha!,1,ฮ่า! ฮ่า! ฮ่า! ฮ่า! ฮ่า! ฮ่า!
BT1427,Wasted effort!,1,เสียแรงเปล่า!
BT1428,Bravo!,1,ยอดเยี่ยม!
BT1429,Beg the goddess for mercy!,1,ขอความเมตตาจากเทพธิดาซะ!
BT1430,BLASTFEMER!,1,คนนอกรีต!
BT1431,I see you.,1,ข้าเห็นเจ้า
BT1432,They resist me?,2,พวกมันต่อต้านข้าหรือ?
BT1433,BLAST IT!,1,บ้าเอ๊ย!
BT1434,THIS IS IT!,1,นี่แหละ!
BT1435,I shall repay you in kind.,1,ข้าจะตอบแทนให้สาสม
BT1436,I am in your debt.,2,ข้าติดหนี้บุญคุณเจ้า
BT1437,I shall hold nothing back!,1,ข้าจะไม่ออมมือ!
BT1438,Point your blade at me and see what comes of it.,1,จงชี้ดาบมาที่ข้า แล้วดูว่าจะเกิดอะไรขึ้น
BT1439,Ha! Come!,1,ฮ่า! เข้ามา!
BT1440,Is it my turn?,1,ถึงตาข้าหรือ?
BT1441,I must keep a clear mind.,1,ข้าต้องรักษาสติให้แจ่มใส
BT1442,I'll try my best.,1,ข้าจะพยายามให้ดีที่สุด
BT1443,I can't. I must see my mother again.,1,ข้ายังตายไม่ได้ ข้าต้องเจอแม่อีกครั้ง
BT1444,What did I do wrong?,1,ข้าทำอะไรผิด?
BT1445,I can keep going!,1,ข้ายังไปต่อได้!
BT1446,"Help me, please!",1,ช่วยข้าด้วย ได้โปรด!
BT1447,Kya!,3,เคียะ!
BT1448,Humph!,1,ฮึ่ม!
BT1449,This too is fate!,1,นี่ก็เป็นชะตากรรม!
BT1450,Now's the time!,1,ตอนนี้แหละ!
BT1451,I foresaw this!,1,ข้าเห็นล่วงหน้าแล้ว!
BT1452,I knew it would work!,1,รู้อยู่แล้วว่าต้องได้ผล!
BT1453,Just as I expected.,1,เป็นอย่างที่ข้าคาด
BT1454,But why?,2,แต่ทำไม?
BT1455,It failed!,1,ล้มเหลว!
BT1456,Eugh!,3,อึ่ก!
BT1457,Your turn!,1,ตาเจ้า!
BT1458,I was ready for this!,1,ข้าเตรียมพร้อมสำหรับสิ่งนี้!
BT1459,I feel much better.,1,รู้สึกดีขึ้นมาก
BT1460,I can keep going.,1,ข้ายังไปต่อได้
BT1461,I'll give it my all.,2,ข้าจะทุ่มสุดกำลัง
BT1462,This'll help greatly!,1,นี่จะช่วยได้มาก!
BT1463,Mother!,1,แม่!
BT1464,I... I'm so sorry.,1,ข้า...ขอโทษจริง ๆ
BT1465,Okay.,1,โอเค
BT1466,I'm counting on you!,1,ข้าฝากความหวังไว้กับเจ้า!
BT1467,"Okay, then.",1,โอเค งั้นเอาเลย
BT1468,"Come on, Quahog!",1,มาเลย ควาฮอก!
BT1469,Can you handle this?,1,รับสิ่งนี้ไหวไหม?
BT1470,Let's try this.,3,ลองนี่กัน
BT1471,Faster!,1,เร็วขึ้น!
BT1472,Now go!,1,ไปเลย!
BT1473,You'll feel this later.,1,เดี๋ยวเจ้าจะรู้สึกทีหลัง
BT1474,Let time flow in reverse.,1,จงให้เวลาย้อนกลับ
BT1475,Be gone!,2,ไปให้พ้น!
BT1476,"Hey, Switch!",1,เฮ้ สลับ!
BT1477,This is my power.,1,นี่คือพลังของข้า
BT1478,Turn it all back.,1,ย้อนทุกอย่างกลับไป
BT1479,A brand new power!,1,พลังใหม่เอี่ยม!
BT1480,I can help even more now!,1,ตอนนี้ข้าช่วยได้มากขึ้นแล้ว!
BT1481,I feel like I've gotten stronger!,1,รู้สึกว่าแข็งแกร่งขึ้น!
BT1482,My power is overflowing!,1,พลังของข้าเอ่อล้น!
BT1483,I will do my best.,1,ข้าจะทำให้ดีที่สุด
BT1484,I will keep growing and working harder.,1,ข้าจะเติบโตและพยายามให้หนักขึ้นต่อไป
BT1485,I will find my mother one day.,1,สักวันข้าจะตามหาแม่ให้เจอ
BT1486,Lionel has arrived!,1,ไลโอเนลมาแล้ว!
BT1487,You cannot impede progress!,1,เจ้าไม่อาจขัดขวางความก้าวหน้า!
BT1488,Have you brought coins?,1,เอาเหรียญมาหรือเปล่า?
BT1489,Profit comes to the prepared.,1,กำไรเป็นของผู้ที่เตรียมพร้อม
BT1490,This calls for wit.,1,ต้องใช้ไหวพริบแล้ว
BT1491,Perhaps we can strike a deal?,1,บางทีเราอาจตกลงกันได้?
BT1492,"Oh, we may have gotten off on the wrong foot.",1,โอ้ ดูเหมือนเราเริ่มต้นกันผิดไปหน่อย
BT1493,"Oh, no.",2,โอ้ ไม่
BT1494,How... how dreadful.,1,ช่าง...ช่างน่ากลัว
BT1495,Our dealings are over!,1,การค้าของเราจบแล้ว!
BT1496,This is just business.,1,นี่ก็แค่ธุรกิจ
BT1497,Fortune smiles on Lionel!,1,โชคยิ้มให้ไลโอเนล!
BT1498,Now we make our riches!,1,ทีนี้เราจะร่ำรวย!
BT1499,If Lionel may.,1,ถ้าไลโอเนลขออนุญาต
BT1500,A deadly blow!,1,การโจมตีร้ายแรง!
BT1501,Your fortune wanes!,1,โชคของเจ้ากำลังตก!
BT1502,"Oh, oops.",1,โอ๊ะ พลาดแล้ว
BT1503,Uh-oh.,2,โอ๊ะโอ
BT1504,If...,2,ถ้า...
BT1505,MWAH!,1,จุ๊บ!
BT1506,"Your change, friend!",1,เงินทอนของเจ้า สหาย!
BT1507,A terrible misstep!,1,ก้าวพลาดครั้งใหญ่!
BT1508,You've been tricked!,1,เจ้าถูกหลอกแล้ว!
BT1509,Lucky Lionel!,1,ไลโอเนลผู้โชคดี!
BT1510,You'll be well compensated.,1,เจ้าจะได้รับค่าตอบแทนอย่างงาม
BT1511,Lionel thanks you.,1,ไลโอเนลขอขอบคุณ
BT1512,Lionel shall use this wisely.,1,ไลโอเนลจะใช้สิ่งนี้อย่างชาญฉลาด
BT1513,Lionel always pays his debts.,1,ไลโอเนลชำระหนี้เสมอ
BT1514,This will do!,1,เท่านี้ก็พอ!
BT1515,Lionel has been swindled.,1,ไลโอเนลถูกต้มเสียแล้ว
BT1516,"No, not my email.",1,ไม่นะ ไม่ใช่อีเมลของข้า
BT1517,A special gift for you!,1,ของขวัญพิเศษสำหรับเจ้า!
BT1518,Free of charge!,1,ฟรี!
BT1519,For Lionel!,1,เพื่อไลโอเนล!
BT1520,Don't underestimate Lionel!,1,อย่าดูถูกไลโอเนล!
BT1521,Lionel will not relent!,1,ไลโอเนลจะไม่ยอมถอย!
BT1522,See what Lionel can do.,1,ดูสิว่าไลโอเนลทำอะไรได้
BT1523,Lionel has many tricks.,1,ไลโอเนลมีลูกเล่นมากมาย
BT1524,Combat is not Lionel's forte.,1,การต่อสู้ไม่ใช่ความถนัดของไลโอเนล
BT1525,Lionel shall leave you agog!,1,ไลโอเนลจะทำให้เจ้าตะลึง!
BT1526,Now to see what's up Lionel's sleeve.,1,มาดูกันว่าไลโอเนลมีอะไรซ่อนอยู่
BT1527,This is it for you.,1,นี่คือจุดจบของเจ้า
BT1528,We all have our weaknesses.,1,ทุกคนย่อมมีจุดอ่อน
BT1529,May Lionel have your attention?,1,ไลโอเนลขอความสนใจหน่อยได้ไหม?
BT1530,Lionel shall give it his level best.,1,ไลโอเนลจะพยายามเต็มที่
BT1531,Time for a lavish display!,1,ได้เวลาโชว์อย่างหรูหรา!
BT1532,Lionel's wager has paid off.,1,การเดิมพันของไลโอเนลได้ผล!
BT1533,Let's commit this to memory!,1,จดจำเรื่องนี้ไว้!
BT1534,Lionel's coin purse grows heavier!,1,ถุงเงินของไลโอเนลหนักขึ้นแล้ว!
BT1535,Yes! Ha ha ha! Yes!,1,ใช่! ฮ่า ฮ่า ฮ่า! ใช่!
BT1536,You would have Lionel?,1,เจ้าต้องการไลโอเนลหรือ?
BT1537,Lionel does not disappoint.,1,ไลโอเนลไม่ทำให้ผิดหวัง
BT1538,This shall lead to fortunes upon fortunes.,1,นี่จะนำมาซึ่งทรัพย์สินมหาศาล
BT1539,On the honor of the high houses!,2,ด้วยเกียรติแห่งตระกูลใหญ่!
BT1540,FOR OUR KINGDOM!,1,เพื่ออาณาจักรของเรา!
BT1541,Glenbrook shall be avenged!,1,เกลนบรูคจะได้รับการล้างแค้น!
BT1542,I will not yield to you!,2,ข้าจะไม่ยอมเจ้า!
BT1543,Have I no path to victory?,1,ข้าไม่มีหนทางสู่ชัยชนะหรือ?
BT1544,For Glenbrook!,1,เพื่อเกลนบรูค!
BT1545,An underhanded trick!,1,กลอุบายสกปรก!
BT1546,Have at you!,2,เข้ามาเลย!
BT1547,No mercy!,2,ไม่ปรานี!
BT1548,No mercy given.,1,ไม่ให้ความเมตตา
BT1549,No escape!,2,หนีไม่พ้น!
BT1550,And one more!,1,อีกหนึ่ง!
BT1551,You get what you deserve!,1,รับสิ่งที่เจ้าสมควรได้!
BT1552,Long live the king!,1,พระราชาจงเจริญ!
BT1553,Stubborn pests!,1,พวกตัวปัญหาดื้อด้าน!
BT1554,"Still standing, are you?",1,ยังยืนอยู่หรือ?
BT1555,I won't let you do that!,1,ข้าจะไม่ยอมให้เจ้าทำ!
BT1556,That won't work.,1,แบบนั้นไม่ได้ผล
BT1557,I...,2,ข้า...
BT1558,Glory be to Glenbrook.,2,เกียรติจงมีแก่เกลนบรูค
BT1559,Soar!,1,ทะยาน!
BT1560,I have you in my sights.,1,ข้าเล็งเจ้าไว้แล้ว
BT1561,I'll stop you where you stand.,1,ข้าจะหยุดเจ้าตรงนั้น
BT1562,No closer!,1,ห้ามเข้ามาใกล้!
BT1563,On my honor as the Dawnspear.,3,ด้วยเกียรติแห่งดอว์นสเปียร์
BT1564,I shall protect you.,2,ข้าจะปกป้องเจ้า
BT1565,I shan't hold back.,2,ข้าจะไม่ออมมือ
BT1566,Prepare to face the Dawnspear!,1,เตรียมเผชิญหน้าดอว์นสเปียร์!
BT1567,I must hold firm.,3,ข้าต้องยืนหยัด
BT1568,"If I still breathe, I still fight.",2,ตราบใดที่ยังหายใจ ข้ายังสู้ได้
BT1569,Death must wait.,2,ความตายต้องรอก่อน
BT1570,My courage will not waver!,1,ความกล้าของข้าจะไม่สั่นคลอน!
BT1571,TAH!,2,ฮึ่ย!
BT1572,This is unpleasant.,2,นี่ไม่น่ายินดีเลย
BT1573,THERE!,2,นั่น!
BT1574,Well met!,3,ยินดีที่ได้ประมือ!
BT1575,This bout is mine!,2,การประลองนี้เป็นของข้า!
BT1576,Once more!,1,อีกครั้ง!
BT1577,Just as I planned!,2,เป็นไปตามแผน!
BT1578,That went well!,2,ไปได้สวย!
BT1579,You're tougher than you look.,2,เจ้าแกร่งกว่าที่เห็น
BT1580,I need to change tech!,2,ข้าต้องเปลี่ยนเทคนิค!
BT1581,Ha! That's it!,2,ฮ่า! นั่นแหละ!
BT1582,"Gah, impossible!",2,อึก เป็นไปไม่ได้!
BT1583,"Ugh, careless of me!",2,อึก ข้าประมาทไป!
BT1584,Let me return the favor.,2,ให้ข้าตอบแทนบ้าง
BT1585,HA HA!,1,ฮ่า ฮ่า!
BT1586,Now I'll see this battle through.,2,ทีนี้ข้าจะสู้ให้ถึงที่สุด
BT1587,Knew I could trust you.,2,รู้อยู่แล้วว่าไว้ใจเจ้าได้
BT1588,"Forgive me, my king.",2,ยกโทษให้ข้าด้วย ฝ่าบาท
BT1589,HERE!,1,นี่!
BT1590,It's come to this.,1,สุดท้ายก็มาถึงจุดนี้
BT1591,Prepare yourself!,4,เตรียมตัว!
BT1592,By my spear!,1,ด้วยหอกของข้า!
BT1593,It ends!,1,จบกัน!
BT1594,Huah!,2,ฮึ่ย!
BT1595,You can't save yourself!,1,เจ้าช่วยตัวเองไม่ได้แล้ว!
BT1596,Look carefully.,1,มองให้ดี
BT1597,Your defenses crumble!,1,การป้องกันของเจ้าพังแล้ว!
BT1598,Your final moments approach!,1,วาระสุดท้ายของเจ้าใกล้เข้ามา!
BT1599,with a single blow!,1,ด้วยการโจมตีเพียงครั้งเดียว!
BT1600,All by my design.,1,ทุกอย่างเป็นไปตามที่ข้าวางไว้
BT1601,All shall yield before my spear!,1,ทุกคนต้องยอมต่อหอกของข้า!
BT1602,Look forward to seeing this.,1,ตั้งตารอดูได้เลย
BT1603,Practice begets perfection.,1,การฝึกฝนนำไปสู่ความสมบูรณ์
BT1604,This shall do.,1,เท่านี้ก็พอ
BT1605,I shall bring victory.,1,ข้าจะนำชัยชนะมาให้
BT1606,Our path becomes clear.,1,เส้นทางของเราชัดเจนขึ้น
BT1607,Hard effort grants a boon.,1,ความพยายามหนักย่อมนำพรมาให้
BT1608,Gotta keep my wits about me.,1,ต้องตั้งสติไว้
BT1609,Alright.,1,เอาล่ะ
BT1610,"Ugh, this isn't good.",1,อึก แบบนี้ไม่ดี
BT1611,I'm done for.,1,ข้าจบเห่แล้ว
BT1612,Sigh. Sigh. Sigh. Sigh.,1,เฮ้อ เฮ้อ เฮ้อ เฮ้อ
BT1613,I don't know if I can go on.,1,ข้าไม่รู้ว่าจะไปต่อไหวไหม
BT1614,This one's mine!,1,อันนี้ของข้า!
BT1615,Damn!,4,บ้าเอ๊ย!
BT1616,What the...,1,อะไรวะ...
BT1617,This is what you get!,1,นี่คือสิ่งที่เจ้าสมควรได้!
BT1618,"Ah, thanks.",1,อา ขอบใจ
BT1619,"Alright, let's go!",1,เอาล่ะ ไปกัน!
BT1620,I feel stronger!,1,รู้สึกแข็งแกร่งขึ้น!
BT1621,Not on my watch.,1,ไม่ใช่ตอนที่ข้าอยู่ตรงนี้
BT1622,What's the rush?,1,จะรีบไปไหน?
BT1623,You leave me with no recourse.,1,เจ้าไม่เหลือทางเลือกให้ข้า
BT1624,I have to survive.,1,ข้าต้องรอด
BT1625,Very well then.,1,ได้ งั้นก็เอาเลย
BT1626,I won't give up.,1,ข้าจะไม่ยอมแพ้
BT1627,I can still fight!,1,ข้ายังสู้ได้!
BT1628,"Huff, huff, huff.",1,ฮั่ก ฮั่ก ฮั่ก
BT1629,At a time like this.,1,ในเวลาแบบนี้...
BT1630,Damn it all!,1,บ้าเอ๊ย!
BT1631,Give up!,1,ยอมแพ้ซะ!
BT1632,Down with you!,1,ล้มลงไป!
BT1633,"Huh, a fine result.",1,หึ ผลลัพธ์ไม่เลว
BT1634,I've wasted time!,1,ข้าเสียเวลาไปแล้ว!
BT1635,Wait!,1,เดี๋ยว!
BT1636,This isn't over.,2,ยังไม่จบ
BT1637,I must keep fighting.,1,ข้าต้องสู้ต่อ
BT1638,No! My life's work!,1,ไม่! งานทั้งชีวิตของข้า!
BT1639,A cold wind blows!,1,สายลมเย็นพัดมา!
BT1640,Do not give up!,1,อย่ายอมแพ้!
BT1641,We must prevail!,1,เราต้องชนะ!
BT1642,I must protect myself!,1,ข้าต้องปกป้องตัวเอง!
BT1643,Time for some sorcery!,1,ได้เวลาใช้เวท!
BT1644,"I hope you're watching, grandfather.",1,หวังว่าท่านกำลังมองอยู่ คุณปู่
BT1645,I'll show you what I can do.,2,ข้าจะแสดงให้เห็นว่าทำอะไรได้
BT1646,This is bad.,1,แย่แล้ว
BT1647,I have to keep going.,1,ข้าต้องไปต่อ
BT1648,"Help me, please.",1,ช่วยข้าด้วย ได้โปรด
BT1649,Uah!,1,อั่ก!
BT1650,Say goodbye!,1,บอกลาได้เลย!
BT1651,What have we here?,2,มีอะไรตรงนี้?
BT1652,Hey! Over here!,1,เฮ้! ทางนี้!
BT1653,Me next.,1,ตาข้าต่อ
BT1654,Wrong one.,1,ผิดตัวแล้ว
BT1655,Give and you shall receive.,1,ให้แล้วจะได้รับตอบแทน
BT1656,Got you!,1,จับได้แล้ว!
BT1657,I dodged?,1,ข้าหลบได้หรือ?
